model,condition,candidate_top_n,weight_name,weight,beta,beta_over_weight,avg_recall,avg_violation,avg_recall_delta_vs_baseline,avg_violation_drop_vs_baseline,min_recall_delta_vs_baseline_all_k,min_violation_drop_vs_baseline_all_k,strict_recall_kept_all_k,avg_recall_kept,violation_lower_all_k,violation_lower_avg,method,source_csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,1,0.5,0.5,0.93225,0.1425,-0.013,0.60925,-0.018,0.586,False,False,True,True,score_target_minus_trap_c20_g1_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,1,0.75,0.75,0.9225,0.09125,-0.02275,0.6605,-0.029,0.625,False,False,True,True,score_target_minus_trap_c20_g1_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,1,1,1,0.89625,0.05375,-0.049,0.698,-0.075,0.661,False,False,True,True,score_target_minus_trap_c20_g1_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,1.5,0.1,0.0666667,0.9405,0.31525,-0.00475,0.4365,-0.008,0.421,False,False,True,True,score_target_minus_trap_c20_g1.5_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,1.5,0.2,0.133333,0.9405,0.2785,-0.00475,0.47325,-0.008,0.464,False,False,True,True,score_target_minus_trap_c20_g1.5_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,1.5,0.3,0.2,0.93825,0.24475,-0.007,0.507,-0.009,0.494,False,False,True,True,score_target_minus_trap_c20_g1.5_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,1.5,0.5,0.333333,0.9355,0.18675,-0.00975,0.565,-0.012,0.546,False,False,True,True,score_target_minus_trap_c20_g1.5_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,1.5,0.75,0.5,0.93225,0.1425,-0.013,0.60925,-0.018,0.586,False,False,True,True,score_target_minus_trap_c20_g1.5_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,1.5,1,0.666667,0.9275,0.106,-0.01775,0.64575,-0.023,0.615,False,False,True,True,score_target_minus_trap_c20_g1.5_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,2,0.1,0.05,0.94075,0.32325,-0.0045,0.4285,-0.008,0.415,False,False,True,True,score_target_minus_trap_c20_g2_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,2,0.2,0.1,0.9405,0.2965,-0.00475,0.45525,-0.008,0.441,False,False,True,True,score_target_minus_trap_c20_g2_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,2,0.3,0.15,0.94025,0.26975,-0.005,0.482,-0.007,0.475,False,False,True,True,score_target_minus_trap_c20_g2_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,2,0.5,0.25,0.93675,0.22075,-0.0085,0.531,-0.01,0.521,False,False,True,True,score_target_minus_trap_c20_g2_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,2,0.75,0.375,0.9345,0.175,-0.01075,0.57675,-0.012,0.556,False,False,True,True,score_target_minus_trap_c20_g2_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,20,gamma,2,1,0.5,0.93225,0.1425,-0.013,0.60925,-0.018,0.586,False,False,True,True,score_target_minus_trap_c20_g2_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.25,0.1,0.4,0.94375,0.6245,-0.0015,0.12725,-0.006,0,False,False,False,True,score_target_minus_trap_c5_g0.25_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.25,0.2,0.8,0.941,0.605,-0.00425,0.14675,-0.017,0,False,False,False,True,score_target_minus_trap_c5_g0.25_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.25,0.3,1.2,0.92975,0.593,-0.0155,0.15875,-0.062,0,False,False,False,True,score_target_minus_trap_c5_g0.25_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.25,0.5,2,0.9105,0.587,-0.03475,0.16475,-0.139,0,False,False,False,True,score_target_minus_trap_c5_g0.25_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.25,0.75,3,0.8955,0.58625,-0.04975,0.1655,-0.199,0,False,False,False,True,score_target_minus_trap_c5_g0.25_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.25,1,4,0.88875,0.586,-0.0565,0.16575,-0.226,0,False,False,False,True,score_target_minus_trap_c5_g0.25_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.5,0.1,0.2,0.94375,0.6395,-0.0015,0.11225,-0.006,0,False,False,False,True,score_target_minus_trap_c5_g0.5_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.5,0.2,0.4,0.94375,0.6245,-0.0015,0.12725,-0.006,0,False,False,False,True,score_target_minus_trap_c5_g0.5_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.5,0.3,0.6,0.942,0.612,-0.00325,0.13975,-0.013,0,False,False,False,True,score_target_minus_trap_c5_g0.5_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.5,0.5,1,0.9385,0.59975,-0.00675,0.152,-0.027,0,False,False,False,True,score_target_minus_trap_c5_g0.5_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.5,0.75,1.5,0.91975,0.58925,-0.0255,0.1625,-0.102,0,False,False,False,True,score_target_minus_trap_c5_g0.5_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.5,1,2,0.9105,0.587,-0.03475,0.16475,-0.139,0,False,False,False,True,score_target_minus_trap_c5_g0.5_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.75,0.1,0.133333,0.944,0.646,-0.00125,0.10575,-0.005,0,False,False,False,True,score_target_minus_trap_c5_g0.75_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.75,0.2,0.266667,0.94375,0.633,-0.0015,0.11875,-0.006,0,False,False,False,True,score_target_minus_trap_c5_g0.75_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.75,0.3,0.4,0.94375,0.6245,-0.0015,0.12725,-0.006,0,False,False,False,True,score_target_minus_trap_c5_g0.75_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.75,0.5,0.666667,0.94175,0.61025,-0.0035,0.1415,-0.014,0,False,False,False,True,score_target_minus_trap_c5_g0.75_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.75,0.75,1,0.9385,0.59975,-0.00675,0.152,-0.027,0,False,False,False,True,score_target_minus_trap_c5_g0.75_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,0.75,1,1.33333,0.92575,0.5905,-0.0195,0.16125,-0.078,0,False,False,False,True,score_target_minus_trap_c5_g0.75_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,1,0.1,0.1,0.944,0.6485,-0.00125,0.10325,-0.005,0,False,False,False,True,score_target_minus_trap_c5_g1_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,1,0.2,0.2,0.94375,0.6395,-0.0015,0.11225,-0.006,0,False,False,False,True,score_target_minus_trap_c5_g1_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,1,0.3,0.3,0.944,0.63075,-0.00125,0.121,-0.005,0,False,False,False,True,score_target_minus_trap_c5_g1_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,1,0.5,0.5,0.94275,0.61925,-0.0025,0.1325,-0.01,0,False,False,False,True,score_target_minus_trap_c5_g1_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,1,0.75,0.75,0.94125,0.606,-0.004,0.14575,-0.016,0,False,False,False,True,score_target_minus_trap_c5_g1_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,1,1,1,0.9385,0.59975,-0.00675,0.152,-0.027,0,False,False,False,True,score_target_minus_trap_c5_g1_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,1.5,0.1,0.0666667,0.94425,0.65325,-0.001,0.0985,-0.004,0,False,False,False,True,score_target_minus_trap_c5_g1.5_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,1.5,0.2,0.133333,0.944,0.646,-0.00125,0.10575,-0.005,0,False,False,False,True,score_target_minus_trap_c5_g1.5_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,1.5,0.3,0.2,0.94375,0.6395,-0.0015,0.11225,-0.006,0,False,False,False,True,score_target_minus_trap_c5_g1.5_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,1.5,0.5,0.333333,0.944,0.62875,-0.00125,0.123,-0.005,0,False,False,False,True,score_target_minus_trap_c5_g1.5_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,1.5,0.75,0.5,0.94275,0.61925,-0.0025,0.1325,-0.01,0,False,False,False,True,score_target_minus_trap_c5_g1.5_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,1.5,1,0.666667,0.94175,0.61025,-0.0035,0.1415,-0.014,0,False,False,False,True,score_target_minus_trap_c5_g1.5_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,2,0.1,0.05,0.94425,0.65425,-0.001,0.0975,-0.004,0,False,False,False,True,score_target_minus_trap_c5_g2_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,2,0.2,0.1,0.944,0.6485,-0.00125,0.10325,-0.005,0,False,False,False,True,score_target_minus_trap_c5_g2_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,2,0.3,0.15,0.944,0.64425,-0.00125,0.1075,-0.005,0,False,False,False,True,score_target_minus_trap_c5_g2_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,2,0.5,0.25,0.94375,0.634,-0.0015,0.11775,-0.006,0,False,False,False,True,score_target_minus_trap_c5_g2_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,2,0.75,0.375,0.94375,0.62525,-0.0015,0.1265,-0.006,0,False,False,False,True,score_target_minus_trap_c5_g2_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,5,gamma,2,1,0.5,0.94275,0.61925,-0.0025,0.1325,-0.01,0,False,False,False,True,score_target_minus_trap_c5_g2_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.25,0.1,0.4,0.92575,0.10525,-0.0195,0.6465,-0.021,0.607,False,False,True,True,score_target_minus_trap_call_g0.25_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.25,0.2,0.8,0.84425,0.034,-0.101,0.71775,-0.123,0.663,False,False,True,True,score_target_minus_trap_call_g0.25_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.25,0.3,1.2,0.64175,0.01575,-0.3035,0.736,-0.325,0.68,False,False,True,True,score_target_minus_trap_call_g0.25_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.25,0.5,2,0.29375,0.00425,-0.6515,0.7475,-0.662,0.69,False,False,True,True,score_target_minus_trap_call_g0.25_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.25,0.75,3,0.08525,0.001,-0.86,0.75075,-0.863,0.693,False,False,True,True,score_target_minus_trap_call_g0.25_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.25,1,4,0.0255,0,-0.91975,0.75175,-0.926,0.694,False,False,True,True,score_target_minus_trap_call_g0.25_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.5,0.1,0.2,0.93325,0.1915,-0.012,0.56025,-0.013,0.537,False,False,True,True,score_target_minus_trap_call_g0.5_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.5,0.2,0.4,0.92575,0.10525,-0.0195,0.6465,-0.021,0.607,False,False,True,True,score_target_minus_trap_call_g0.5_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.5,0.3,0.6,0.90175,0.05925,-0.0435,0.6925,-0.054,0.647,False,False,True,True,score_target_minus_trap_call_g0.5_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.5,0.5,1,0.75125,0.026,-0.194,0.72575,-0.213,0.671,False,False,True,True,score_target_minus_trap_call_g0.5_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.5,0.75,1.5,0.49375,0.012,-0.4515,0.73975,-0.468,0.682,False,False,True,True,score_target_minus_trap_call_g0.5_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.5,1,2,0.29375,0.00425,-0.6515,0.7475,-0.662,0.69,False,False,True,True,score_target_minus_trap_call_g0.5_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.75,0.1,0.133333,0.934,0.23425,-0.01125,0.5175,-0.013,0.507,False,False,True,True,score_target_minus_trap_call_g0.75_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.75,0.2,0.266667,0.93175,0.15625,-0.0135,0.5955,-0.015,0.564,False,False,True,True,score_target_minus_trap_call_g0.75_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.75,0.3,0.4,0.92575,0.10525,-0.0195,0.6465,-0.021,0.607,False,False,True,True,score_target_minus_trap_call_g0.75_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.75,0.5,0.666667,0.8915,0.049,-0.05375,0.70275,-0.066,0.651,False,False,True,True,score_target_minus_trap_call_g0.75_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.75,0.75,1,0.75125,0.026,-0.194,0.72575,-0.213,0.671,False,False,True,True,score_target_minus_trap_call_g0.75_b0.75,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,0.75,1,1.33333,0.575,0.014,-0.37025,0.73775,-0.387,0.681,False,False,True,True,score_target_minus_trap_call_g0.75_b1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,1,0.1,0.1,0.937,0.25825,-0.00825,0.4935,-0.011,0.485,False,False,True,True,score_target_minus_trap_call_g1_b0.1,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,1,0.2,0.2,0.93325,0.1915,-0.012,0.56025,-0.013,0.537,False,False,True,True,score_target_minus_trap_call_g1_b0.2,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,1,0.3,0.3,0.931,0.142,-0.01425,0.60975,-0.016,0.574,False,False,True,True,score_target_minus_trap_call_g1_b0.3,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
Qwen/Qwen3-Embedding-4B,q_target - q_trap,all,gamma,1,0.5,0.5,0.9145,0.078,-0.03075,0.67375,-0.035,0.628,False,False,True,True,score_target_minus_trap_call_g1_b0.5,results/excluir_1000_qwen3_embedding_4b_rewriter_gpt4o_mini_v3_oracle_style_trap_target_minus_trap_top3579/score_anti_rrf_results.csv
